"customer_id,last_active_week,activity_status"
"5180-UCIIQ,2024-04-22 00:00:00.000000,Dormant"
"5181-OABFK,2023-06-12 00:00:00.000000,Dormant"
"5183-KLYEM,2023-07-02 00:00:00.000000,Dormant"
"5183-SNMJQ,2023-08-09 00:00:00.000000,Dormant"
"5186-EJEGL,2023-11-10 00:00:00.000000,Dormant"
"5186-PEIZU,2023-08-14 00:00:00.000000,Dormant"
"5186-SAMNZ,2023-06-10 00:00:00.000000,Dormant"
"5188-HGMLP,2023-07-26 00:00:00.000000,Dormant"
"5192-EBGOV,2023-06-11 00:00:00.000000,Dormant"
"5193-QLVZB,2024-04-23 00:00:00.000000,Dormant"
"5195-KPUNQ,2023-12-07 00:00:00.000000,Dormant"
"5196-SGOAK,2023-10-13 00:00:00.000000,Dormant"
"5196-WPYOW,2024-04-11 00:00:00.000000,Dormant"
"5197-LQXXH,2023-07-12 00:00:00.000000,Dormant"
"5197-PYEPU,2023-10-31 00:00:00.000000,Dormant"
"5197-YPYBZ,2023-04-18 00:00:00.000000,Dormant"
"5198-EFNBM,2023-07-16 00:00:00.000000,Dormant"
"5198-HQAEN,2024-02-29 00:00:00.000000,Dormant"
"5199-FPUSP,2024-05-12 00:00:00.000000,Dormant"
"5201-CBWYG,2023-09-14 00:00:00.000000,Dormant"
"5201-FRKKS,2023-07-02 00:00:00.000000,Dormant"
"5201-USSQZ,2024-05-31 00:00:00.000000,Dormant"
"5202-IVJNU,2024-03-29 00:00:00.000000,Dormant"
"5203-XEHAX,2023-10-14 00:00:00.000000,Dormant"
"5204-HMGYF,2023-08-21 00:00:00.000000,Dormant"
"5204-QZXPU,2023-06-15 00:00:00.000000,Dormant"
"5206-HPJKM,2023-12-03 00:00:00.000000,Dormant"
"5206-XZZQI,2023-12-02 00:00:00.000000,Dormant"
"5207-PLSTK,2023-03-22 00:00:00.000000,Dormant"
"5208-FVQKB,2024-06-08 00:00:00.000000,Dormant"
"5208-HFSBT,2023-08-13 00:00:00.000000,Dormant"
"5213-TWWJU,2024-01-13 00:00:00.000000,Dormant"
"5214-CHIWJ,2023-07-26 00:00:00.000000,Dormant"
"5214-NLTIT,2023-06-21 00:00:00.000000,Dormant"
"5215-LNLDJ,2023-09-06 00:00:00.000000,Dormant"
"5216-WASFJ,2023-09-27 00:00:00.000000,Dormant"
"5219-YIPTK,2023-06-21 00:00:00.000000,Dormant"
"5220-AGAAX,2024-03-05 00:00:00.000000,Dormant"
"5222-IMUKT,2023-08-27 00:00:00.000000,Dormant"
"5222-JCXZT,2023-12-06 00:00:00.000000,Dormant"
"5223-UZAVK,2023-08-24 00:00:00.000000,Dormant"
"5226-NOZFC,2024-05-24 00:00:00.000000,Dormant"
"5227-JSCFE,2023-12-27 00:00:00.000000,Dormant"
"5228-EXCET,2023-11-02 00:00:00.000000,Dormant"
"5229-DTFYB,2023-10-18 00:00:00.000000,Dormant"
"5229-PRWKT,2023-03-08 00:00:00.000000,Dormant"
"5231-FIQPA,2024-04-28 00:00:00.000000,Dormant"
"5232-NXPAY,2024-03-19 00:00:00.000000,Dormant"
"5233-AOZUF,2024-03-21 00:00:00.000000,Dormant"
"5233-GEEAX,2023-11-09 00:00:00.000000,Dormant"
"5236-PERKL,2023-12-20 00:00:00.000000,Dormant"
"5236-XMZJY,2023-08-07 00:00:00.000000,Dormant"
"5240-CAOYT,2023-10-09 00:00:00.000000,Dormant"
"5240-IJOQT,2023-06-12 00:00:00.000000,Dormant"
"5242-UOWHD,2024-05-28 00:00:00.000000,Dormant"
"5243-SAOTC,2024-01-05 00:00:00.000000,Dormant"
"5244-IRFIH,2024-05-25 00:00:00.000000,Dormant"
"5245-VDBUR,2023-06-16 00:00:00.000000,Dormant"
"5248-KWLAR,2024-03-18 00:00:00.000000,Dormant"
"5248-RPYWW,2024-02-17 00:00:00.000000,Dormant"
"5248-YGIJN,2024-04-22 00:00:00.000000,Dormant"
"5249-QYHEX,2023-08-27 00:00:00.000000,Dormant"
"5256-SKJGO,2024-04-19 00:00:00.000000,Dormant"
"5260-UMPWX,2024-03-14 00:00:00.000000,Dormant"
"5261-QSHQM,2023-07-04 00:00:00.000000,Dormant"
"5266-PFRQK,2023-08-10 00:00:00.000000,Dormant"
"5268-DSMNQ,2023-09-18 00:00:00.000000,Dormant"
"5269-NRGDP,2023-07-21 00:00:00.000000,Dormant"
"5271-DBYSJ,2023-10-11 00:00:00.000000,Dormant"
"5271-YNWVR,2023-11-21 00:00:00.000000,Dormant"
"5274-XHAKY,2023-08-05 00:00:00.000000,Dormant"
"5275-PMFUT,2023-12-12 00:00:00.000000,Dormant"
"5275-SQEIZ,2023-09-28 00:00:00.000000,Dormant"
"5276-KQWHG,2023-05-09 00:00:00.000000,Dormant"
"5277-ZLOOR,2023-09-12 00:00:00.000000,Dormant"
"5278-PNYOX,2023-07-19 00:00:00.000000,Dormant"
"5281-BUZGT,2023-07-07 00:00:00.000000,Dormant"
"5285-MVEHD,2023-11-17 00:00:00.000000,Dormant"
"5286-YHCVC,2023-11-08 00:00:00.000000,Dormant"
"5287-QWLKY,2023-06-28 00:00:00.000000,Dormant"
"5288-AHOUP,2024-01-03 00:00:00.000000,Dormant"
"5293-WXJAK,2023-08-21 00:00:00.000000,Dormant"
"5294-CDGWY,2024-04-05 00:00:00.000000,Dormant"
"5294-DMSFH,2024-03-23 00:00:00.000000,Dormant"
"5294-IMHHT,2024-01-27 00:00:00.000000,Dormant"
"5295-PCJOO,2023-02-25 00:00:00.000000,Dormant"
"5296-BFCYD,2024-02-18 00:00:00.000000,Dormant"
"5296-PSYVW,2024-04-19 00:00:00.000000,Dormant"
"5297-MDOIR,2024-05-12 00:00:00.000000,Dormant"
"5298-GSTLM,2023-08-12 00:00:00.000000,Dormant"
"5299-RULOA,2023-04-18 00:00:00.000000,Dormant"
"5299-SJCZT,2023-09-08 00:00:00.000000,Dormant"
"5301-GAUUY,2024-04-12 00:00:00.000000,Dormant"
"5302-BDJNT,2023-07-25 00:00:00.000000,Dormant"
"5304-EFJLP,2024-04-10 00:00:00.000000,Dormant"
"5306-BVTKJ,2023-10-06 00:00:00.000000,Dormant"
"5307-DZCVC,2024-02-05 00:00:00.000000,Dormant"
"5307-UVGNB,2024-02-08 00:00:00.000000,Dormant"
"5309-TAIKL,2023-02-14 00:00:00.000000,Dormant"
"5310-NOOVA,2023-06-12 00:00:00.000000,Dormant"
"5311-IHLEI,2023-12-16 00:00:00.000000,Dormant"
"5312-IRCFR,2023-09-16 00:00:00.000000,Dormant"
"5312-TSZVC,2023-12-24 00:00:00.000000,Dormant"
"5312-UXESG,2024-06-08 00:00:00.000000,Dormant"
"5313-FPXWG,2023-12-01 00:00:00.000000,Dormant"
"5315-CKEQK,2024-02-14 00:00:00.000000,Dormant"
"5317-FLPJF,2023-08-06 00:00:00.000000,Dormant"
"5318-IXUZF,2023-04-01 00:00:00.000000,Dormant"
"5318-YKDPV,2024-06-08 00:00:00.000000,Dormant"
"5320-BRKGK,2024-01-10 00:00:00.000000,Dormant"
"5321-NTRKC,2023-06-24 00:00:00.000000,Dormant"
"5322-TEUJK,2024-04-07 00:00:00.000000,Dormant"
"5322-ZSMZY,2024-01-25 00:00:00.000000,Dormant"
"5324-KTGCG,2023-11-18 00:00:00.000000,Dormant"
"5325-UWTWJ,2024-05-20 00:00:00.000000,Dormant"
"5327-CNLUQ,2023-09-29 00:00:00.000000,Dormant"
"5327-XOKKY,2024-01-01 00:00:00.000000,Dormant"
"5329-KRDTM,2023-10-06 00:00:00.000000,Dormant"
"5331-RGMTT,2023-11-24 00:00:00.000000,Dormant"
"5334-AFQJB,2023-11-27 00:00:00.000000,Dormant"
"5334-JLAXU,2024-03-16 00:00:00.000000,Dormant"
"5336-UFNZP,2023-09-18 00:00:00.000000,Dormant"
"5337-IIWKZ,2024-03-26 00:00:00.000000,Dormant"
"5338-YHWYT,2024-04-24 00:00:00.000000,Dormant"
"5339-PXDVH,2023-04-24 00:00:00.000000,Dormant"
"5339-TJFEK,2024-03-05 00:00:00.000000,Dormant"
"5343-SGUBI,2023-12-28 00:00:00.000000,Dormant"
"5345-BMKWB,2023-05-23 00:00:00.000000,Dormant"
"5346-BZCHP,2023-11-20 00:00:00.000000,Dormant"
"5348-CAGXB,2023-12-24 00:00:00.000000,Dormant"
"5349-AZPEW,2023-08-18 00:00:00.000000,Dormant"
"5349-IECLD,2023-08-26 00:00:00.000000,Dormant"
"5351-QESIO,2023-06-13 00:00:00.000000,Dormant"
"5353-WILCI,2023-06-13 00:00:00.000000,Dormant"
"5356-CSVSQ,2023-08-12 00:00:00.000000,Dormant"
"5356-KZCKT,2024-03-14 00:00:00.000000,Dormant"
"5356-RHIPP,2023-06-24 00:00:00.000000,Dormant"
"5357-TZHPP,2023-09-16 00:00:00.000000,Dormant"
"5360-LJCNJ,2023-08-19 00:00:00.000000,Dormant"
"5360-XGYAZ,2023-08-17 00:00:00.000000,Dormant"
"5364-EVNIB,2023-04-19 00:00:00.000000,Dormant"
"5364-XYIRR,2024-02-03 00:00:00.000000,Dormant"
"5365-LLFYV,2023-10-10 00:00:00.000000,Dormant"
"5366-IJEQJ,2024-05-06 00:00:00.000000,Dormant"
"5366-OBVMR,2023-09-13 00:00:00.000000,Dormant"
"5370-IIVVL,2023-09-19 00:00:00.000000,Dormant"
"5371-VYLSX,2024-01-24 00:00:00.000000,Dormant"
"5372-FBKBN,2024-01-01 00:00:00.000000,Dormant"
"5373-SFODM,2024-02-17 00:00:00.000000,Dormant"
"5375-XLDOF,2023-10-22 00:00:00.000000,Dormant"
"5376-DEQCP,2023-12-06 00:00:00.000000,Dormant"
"5376-PCKNB,2023-08-28 00:00:00.000000,Dormant"
"5377-NDTOU,2023-08-16 00:00:00.000000,Dormant"
"5378-IKEEG,2023-04-05 00:00:00.000000,Dormant"
"5380-AFSSK,2023-03-11 00:00:00.000000,Dormant"
"5380-WJKOV,2024-02-24 00:00:00.000000,Dormant"
"5380-XPJNZ,2023-12-15 00:00:00.000000,Dormant"
"5382-SOYZL,2023-07-11 00:00:00.000000,Dormant"
"5382-TEMLV,2023-10-25 00:00:00.000000,Dormant"
"5383-MMTWC,2023-08-20 00:00:00.000000,Dormant"
"5384-ZTTWP,2024-01-31 00:00:00.000000,Dormant"
"5385-SUIRI,2023-11-24 00:00:00.000000,Dormant"
"5386-THSLQ,2024-04-25 00:00:00.000000,Dormant"
"5387-ASZNZ,2023-10-03 00:00:00.000000,Dormant"
"5389-FFVKB,2024-01-15 00:00:00.000000,Dormant"
"5392-AKEMH,2024-02-28 00:00:00.000000,Dormant"
"5393-HJZSM,2024-02-22 00:00:00.000000,Dormant"
"5393-RXQSZ,2023-09-06 00:00:00.000000,Dormant"
"5394-MEITZ,2023-09-09 00:00:00.000000,Dormant"
"5394-SVGJV,2024-03-13 00:00:00.000000,Dormant"
"5396-IZEPB,2023-03-01 00:00:00.000000,Dormant"
"5397-NSKQG,2024-02-01 00:00:00.000000,Dormant"
"5397-TUPSH,2023-11-19 00:00:00.000000,Dormant"
"5399-ZIMKF,2023-04-23 00:00:00.000000,Dormant"
"5402-HTOTQ,2024-03-26 00:00:00.000000,Dormant"
"5404-GGUKR,2023-09-14 00:00:00.000000,Dormant"
"5405-ZMYXQ,2023-12-29 00:00:00.000000,Dormant"
"5406-KGRMX,2023-08-24 00:00:00.000000,Dormant"
"5414-OFQCB,2023-06-18 00:00:00.000000,Dormant"
"5419-CONWX,2023-06-18 00:00:00.000000,Dormant"
"5419-JKZNQ,2024-04-08 00:00:00.000000,Dormant"
"5419-JPRRN,2023-07-26 00:00:00.000000,Dormant"
"5419-KLXBN,2023-12-27 00:00:00.000000,Dormant"
"5423-BHIXO,2024-05-02 00:00:00.000000,Dormant"
"5424-RLQLC,2023-03-26 00:00:00.000000,Dormant"
"5429-LWCMV,2024-01-25 00:00:00.000000,Dormant"
"5433-KYGHE,2023-07-04 00:00:00.000000,Dormant"
"5438-QMDDL,2023-07-24 00:00:00.000000,Dormant"
"5439-WIKXB,2024-01-24 00:00:00.000000,Dormant"
"5440-FLBQG,2023-07-24 00:00:00.000000,Dormant"
"5440-VHLUL,2023-11-11 00:00:00.000000,Dormant"
"5442-BHQNG,2023-03-25 00:00:00.000000,Dormant"
"5442-BXVND,2024-03-17 00:00:00.000000,Dormant"
"5442-PPTJY,2023-10-23 00:00:00.000000,Dormant"
"5442-UTCVD,2023-10-26 00:00:00.000000,Dormant"
"5442-XSDCW,2023-05-29 00:00:00.000000,Dormant"
"5443-SCMKX,2023-11-27 00:00:00.000000,Dormant"
"5445-GLVOT,2024-02-21 00:00:00.000000,Dormant"
"5445-PZWGX,2023-10-29 00:00:00.000000,Dormant"
"5445-UTODQ,2023-09-20 00:00:00.000000,Dormant"
"5446-DKWYW,2024-05-22 00:00:00.000000,Dormant"
"5447-VYTKW,2024-01-13 00:00:00.000000,Dormant"
"5447-WZAFP,2023-11-11 00:00:00.000000,Dormant"
"5448-VWNAM,2024-03-30 00:00:00.000000,Dormant"
"5449-FIBXJ,2023-09-02 00:00:00.000000,Dormant"
"5451-MHQOF,2023-09-30 00:00:00.000000,Dormant"
"5451-YHYPW,2023-09-17 00:00:00.000000,Dormant"
"5453-AXEPF,2023-08-18 00:00:00.000000,Dormant"
"5453-YBTWV,2024-03-10 00:00:00.000000,Dormant"
"5456-ITGIC,2023-10-09 00:00:00.000000,Dormant"
"5457-COLHT,2023-11-19 00:00:00.000000,Dormant"
"5458-CQJTA,2023-09-08 00:00:00.000000,Dormant"
"5461-QKNTN,2024-05-24 00:00:00.000000,Dormant"
"5465-BUBFA,2024-05-06 00:00:00.000000,Dormant"
"5468-BPMMO,2023-11-29 00:00:00.000000,Dormant"
"5469-CTCWN,2024-01-30 00:00:00.000000,Dormant"
"5469-NUJUR,2023-12-11 00:00:00.000000,Dormant"
"5472-CVMDX,2024-05-21 00:00:00.000000,Dormant"
"5473-KHBPS,2023-09-15 00:00:00.000000,Dormant"
"5474-LAMUQ,2024-03-21 00:00:00.000000,Dormant"
"5478-JJVZK,2023-08-08 00:00:00.000000,Dormant"
"5480-HPRRX,2024-01-03 00:00:00.000000,Dormant"
"5480-TBGPH,2024-01-10 00:00:00.000000,Dormant"
"5480-XTFFL,2024-02-09 00:00:00.000000,Dormant"
"5481-NTDOH,2024-01-04 00:00:00.000000,Dormant"
"5482-NUPNA,2023-06-17 00:00:00.000000,Dormant"
"5482-PLVPE,2023-01-24 00:00:00.000000,Dormant"
"5482-VXSXJ,2023-10-07 00:00:00.000000,Dormant"
"5485-ITNPC,2024-01-04 00:00:00.000000,Dormant"
"5485-WUYWF,2023-07-21 00:00:00.000000,Dormant"
"5493-SDRDQ,2023-09-12 00:00:00.000000,Dormant"
"5494-HECPR,2023-08-23 00:00:00.000000,Dormant"
"5494-WOZRZ,2024-05-25 00:00:00.000000,Dormant"
"5495-GPSRW,2023-10-29 00:00:00.000000,Dormant"
"5498-IBWPI,2023-10-24 00:00:00.000000,Dormant"
"5498-TXHLF,2023-09-03 00:00:00.000000,Dormant"
"5499-ECUTN,2024-01-08 00:00:00.000000,Dormant"
"5501-TVMGM,2023-04-04 00:00:00.000000,Dormant"
"5502-RLUYV,2023-11-08 00:00:00.000000,Dormant"
"5504-WSIUR,2023-12-12 00:00:00.000000,Dormant"
"5505-OVWQW,2023-10-11 00:00:00.000000,Dormant"
"5510-BOIUJ,2023-05-01 00:00:00.000000,Dormant"
"5512-IDZEI,2023-10-18 00:00:00.000000,Dormant"
"5514-YQENT,2023-07-29 00:00:00.000000,Dormant"
"5515-AKOAJ,2023-11-09 00:00:00.000000,Dormant"
"5515-IDEJJ,2023-01-03 00:00:00.000000,Dormant"
"5515-RUGKN,2023-06-29 00:00:00.000000,Dormant"
"5519-NPHVG,2023-08-03 00:00:00.000000,Dormant"
"5519-TEEUH,2023-10-14 00:00:00.000000,Dormant"
"5519-YLDGW,2023-06-08 00:00:00.000000,Dormant"
"5520-FVEWJ,2024-03-11 00:00:00.000000,Dormant"
"5522-JBWMO,2023-10-03 00:00:00.000000,Dormant"
"5522-NYKPB,2023-09-08 00:00:00.000000,Dormant"
"5524-KHNJP,2024-01-22 00:00:00.000000,Dormant"
"5527-ACHSO,2024-03-04 00:00:00.000000,Dormant"
"5529-GIBVH,2024-01-06 00:00:00.000000,Dormant"
"5533-NHFRF,2023-03-08 00:00:00.000000,Dormant"
"5533-RJFTJ,2023-10-16 00:00:00.000000,Dormant"
"5536-RTPWK,2024-02-18 00:00:00.000000,Dormant"
"5536-SLHPM,2023-08-25 00:00:00.000000,Dormant"
"5537-UXXVS,2023-10-08 00:00:00.000000,Dormant"
"5539-HIVAK,2024-02-23 00:00:00.000000,Dormant"
"5539-TMZLF,2023-05-26 00:00:00.000000,Dormant"
"5542-DHSXL,2023-03-08 00:00:00.000000,Dormant"
"5542-NKVRU,2023-09-23 00:00:00.000000,Dormant"
"5542-TBBWB,2023-09-24 00:00:00.000000,Dormant"
"5543-QDCRY,2023-04-09 00:00:00.000000,Dormant"
"5546-BYZSM,2023-08-15 00:00:00.000000,Dormant"
"5546-QUERU,2023-08-26 00:00:00.000000,Dormant"
"5549-ZGHFB,2024-05-04 00:00:00.000000,Dormant"
"5550-VFRLC,2023-10-23 00:00:00.000000,Dormant"
"5552-ZNFSJ,2023-01-20 00:00:00.000000,Dormant"
"5553-AOINX,2024-05-17 00:00:00.000000,Dormant"
"5555-RNPGT,2023-07-08 00:00:00.000000,Dormant"
"5561-NWEVX,2023-08-23 00:00:00.000000,Dormant"
"5562-BETPV,2023-04-08 00:00:00.000000,Dormant"
"5562-YJQGT,2023-03-11 00:00:00.000000,Dormant"
"5564-NEMQO,2023-03-28 00:00:00.000000,Dormant"
"5565-FILXA,2023-07-11 00:00:00.000000,Dormant"
"5566-SOEZD,2023-09-19 00:00:00.000000,Dormant"
"5567-GZKQY,2024-03-22 00:00:00.000000,Dormant"
"5567-WSELE,2023-07-25 00:00:00.000000,Dormant"
"5568-DMXZS,2023-10-13 00:00:00.000000,Dormant"
"5569-IDSEY,2024-06-09 00:00:00.000000,Dormant"
"5569-KGJHX,2023-08-21 00:00:00.000000,Dormant"
"5569-OUICF,2023-12-15 00:00:00.000000,Dormant"
"5570-PTWEH,2023-05-01 00:00:00.000000,Dormant"
"5572-ZDXHY,2023-09-10 00:00:00.000000,Dormant"
"5574-NXZIU,2023-08-18 00:00:00.000000,Dormant"
"5575-GNVDE,2024-04-13 00:00:00.000000,Dormant"
"5575-TPIZQ,2024-03-30 00:00:00.000000,Dormant"
"5577-OTWWW,2023-07-24 00:00:00.000000,Dormant"
"5578-NKCXI,2023-12-28 00:00:00.000000,Dormant"
"5583-EJXRD,2024-02-22 00:00:00.000000,Dormant"
"5583-SXDAG,2023-06-22 00:00:00.000000,Dormant"
"5590-BYNII,2024-04-14 00:00:00.000000,Dormant"
"5590-YRFJT,2023-08-11 00:00:00.000000,Dormant"
"5590-ZSKRV,2023-05-14 00:00:00.000000,Dormant"
"5593-SUAOO,2023-11-03 00:00:00.000000,Dormant"
"5597-GLBUC,2023-03-25 00:00:00.000000,Dormant"
"5598-IKHQQ,2023-08-16 00:00:00.000000,Dormant"
"5599-HVLTW,2023-09-29 00:00:00.000000,Dormant"
"5600-KTXFM,2023-12-24 00:00:00.000000,Dormant"
"5600-PDUJF,2023-09-12 00:00:00.000000,Dormant"
"5602-BVFMK,2023-07-25 00:00:00.000000,Dormant"
"5605-IYGFG,2023-09-10 00:00:00.000000,Dormant"
"5605-XNWEN,2024-01-11 00:00:00.000000,Dormant"
"5606-AMZBO,2023-10-20 00:00:00.000000,Dormant"
"5609-CEBID,2023-09-23 00:00:00.000000,Dormant"
"5609-IMCGG,2023-11-24 00:00:00.000000,Dormant"
"5614-DNZCE,2023-12-20 00:00:00.000000,Dormant"
"5616-PRTNT,2023-11-25 00:00:00.000000,Dormant"
"5619-PTMIK,2024-01-23 00:00:00.000000,Dormant"
"5619-XZZKR,2023-07-19 00:00:00.000000,Dormant"
"5622-UEJFI,2023-08-03 00:00:00.000000,Dormant"
"5624-BQSSA,2023-09-02 00:00:00.000000,Dormant"
"5624-RYAMH,2023-06-12 00:00:00.000000,Dormant"
"5626-MGTUK,2024-01-25 00:00:00.000000,Dormant"
"5627-TVBPP,2024-02-25 00:00:00.000000,Dormant"
"5628-FCGYG,2024-03-17 00:00:00.000000,Dormant"
"5628-RKIFK,2024-03-01 00:00:00.000000,Dormant"
"5630-AHZIL,2023-05-28 00:00:00.000000,Dormant"
"5630-IXDXV,2023-12-16 00:00:00.000000,Dormant"
"5639-NTUPK,2023-11-07 00:00:00.000000,Dormant"
"5640-CAXOA,2023-07-02 00:00:00.000000,Dormant"
"5641-DMBFJ,2023-12-07 00:00:00.000000,Dormant"
"5642-MHDQT,2023-09-08 00:00:00.000000,Dormant"
"5644-PDMZC,2023-08-21 00:00:00.000000,Dormant"
"5647-FXOTP,2024-01-22 00:00:00.000000,Dormant"
"5647-URDKA,2023-05-19 00:00:00.000000,Dormant"
"5649-ANRML,2023-12-07 00:00:00.000000,Dormant"
"5649-RXQTV,2023-08-08 00:00:00.000000,Dormant"
"5649-TJHOV,2023-09-29 00:00:00.000000,Dormant"
"5649-VUKMC,2023-11-01 00:00:00.000000,Dormant"
"5650-VDUDS,2023-03-01 00:00:00.000000,Dormant"
"5650-YLIBA,2023-10-17 00:00:00.000000,Dormant"
"5651-CPDND,2023-04-04 00:00:00.000000,Dormant"
"5651-CRHKQ,2024-02-02 00:00:00.000000,Dormant"
"5651-WYIPH,2023-11-22 00:00:00.000000,Dormant"
"5651-YLPRD,2024-01-27 00:00:00.000000,Dormant"
"5652-MSDEY,2024-02-18 00:00:00.000000,Dormant"
"5655-JSMZM,2024-04-19 00:00:00.000000,Dormant"
"5656-JAMLX,2024-02-23 00:00:00.000000,Dormant"
"5656-MJEFC,2024-02-28 00:00:00.000000,Dormant"
"5663-QBGIS,2023-08-31 00:00:00.000000,Dormant"
"5666-CYCYZ,2023-07-11 00:00:00.000000,Dormant"
"5666-MBJPT,2023-06-11 00:00:00.000000,Dormant"
"5668-MEISB,2023-11-21 00:00:00.000000,Dormant"
"5669-SRAIP,2023-03-08 00:00:00.000000,Dormant"
"5671-RQRLP,2023-09-18 00:00:00.000000,Dormant"
"5671-UUNXD,2024-02-10 00:00:00.000000,Dormant"
"5673-FSSMF,2023-04-17 00:00:00.000000,Dormant"
"5673-TIYIB,2023-10-28 00:00:00.000000,Dormant"
"5676-CFLYY,2023-08-04 00:00:00.000000,Dormant"
"5678-VFNEQ,2024-02-28 00:00:00.000000,Dormant"
"5680-LQOGP,2023-10-19 00:00:00.000000,Dormant"
"5681-LLOEI,2023-08-26 00:00:00.000000,Dormant"
"5684-FJVYR,2023-07-04 00:00:00.000000,Dormant"
"5685-IIXLY,2023-05-20 00:00:00.000000,Dormant"
"5686-CMAWK,2023-07-22 00:00:00.000000,Dormant"
"5687-DKDTV,2023-03-25 00:00:00.000000,Dormant"
"5688-KZTSN,2024-01-26 00:00:00.000000,Dormant"
"5692-FPTAH,2023-11-17 00:00:00.000000,Dormant"
"5692-ICXLW,2024-02-20 00:00:00.000000,Dormant"
"5693-PIPCS,2023-12-08 00:00:00.000000,Dormant"
"5696-CEIQJ,2023-12-09 00:00:00.000000,Dormant"
"5696-EXCYS,2023-08-06 00:00:00.000000,Dormant"
"5696-JVVQY,2024-01-31 00:00:00.000000,Dormant"
"5696-QURRL,2023-03-17 00:00:00.000000,Dormant"
"5697-GOMBF,2023-06-29 00:00:00.000000,Dormant"
"5698-BQJOH,2023-10-19 00:00:00.000000,Dormant"
"5699-BNCAS,2024-03-14 00:00:00.000000,Dormant"
"5701-GUXDC,2024-06-03 00:00:00.000000,Dormant"
"5701-SVCWR,2023-10-16 00:00:00.000000,Dormant"
"5701-YVSVF,2023-08-10 00:00:00.000000,Dormant"
"5701-ZIKJE,2023-07-28 00:00:00.000000,Dormant"
"5702-KVQRD,2024-04-21 00:00:00.000000,Dormant"
"5702-SKUOB,2024-01-13 00:00:00.000000,Dormant"
"5707-ORNDZ,2023-10-23 00:00:00.000000,Dormant"
"5707-ZMDJP,2023-06-24 00:00:00.000000,Dormant"
"5708-EVONK,2024-05-15 00:00:00.000000,Dormant"
"5712-AHQNN,2023-09-20 00:00:00.000000,Dormant"
"5712-PTIWW,2023-05-25 00:00:00.000000,Dormant"
"5712-VBOXD,2023-07-04 00:00:00.000000,Dormant"
"5716-EZXZN,2024-04-09 00:00:00.000000,Dormant"
"5716-LIBJC,2023-12-21 00:00:00.000000,Dormant"
"5724-BIDBU,2023-08-15 00:00:00.000000,Dormant"
"5726-CVNYA,2023-11-27 00:00:00.000000,Dormant"
"5727-MYATE,2024-05-20 00:00:00.000000,Dormant"
"5729-KLZAR,2023-07-14 00:00:00.000000,Dormant"
"5730-DBDSI,2024-01-25 00:00:00.000000,Dormant"
"5730-RIITO,2024-05-18 00:00:00.000000,Dormant"
"5732-IKGQH,2023-11-17 00:00:00.000000,Dormant"
"5734-EJKXG,2023-08-22 00:00:00.000000,Dormant"
"5736-YEJAX,2023-08-01 00:00:00.000000,Dormant"
"5740-YHGTW,2024-03-25 00:00:00.000000,Dormant"
"5743-KHMNA,2023-11-14 00:00:00.000000,Dormant"
"5747-PMBSQ,2023-04-11 00:00:00.000000,Dormant"
"5748-RNCJT,2024-01-01 00:00:00.000000,Dormant"
"5751-USDBL,2024-03-24 00:00:00.000000,Dormant"
"5753-QQWPW,2023-10-29 00:00:00.000000,Dormant"
"5756-JYOJT,2023-04-03 00:00:00.000000,Dormant"
"5756-OZRIO,2023-07-03 00:00:00.000000,Dormant"
"5759-RCVCB,2023-11-30 00:00:00.000000,Dormant"
"5760-FXFVO,2023-11-07 00:00:00.000000,Dormant"
"5760-IFJOZ,2023-06-25 00:00:00.000000,Dormant"
"5760-WRAHC,2023-10-02 00:00:00.000000,Dormant"
"5762-TJXGK,2023-12-27 00:00:00.000000,Dormant"
"5766-FTRTS,2023-10-27 00:00:00.000000,Dormant"
"5766-XQXMQ,2024-02-23 00:00:00.000000,Dormant"
"5766-ZJYBB,2023-07-12 00:00:00.000000,Dormant"
"5774-QPLTF,2023-10-27 00:00:00.000000,Dormant"
"5774-XZTQC,2023-05-15 00:00:00.000000,Dormant"
"5777-KJIRB,2023-07-08 00:00:00.000000,Dormant"
"5777-ZPQNC,2024-02-25 00:00:00.000000,Dormant"
"5778-BVOFB,2023-07-28 00:00:00.000000,Dormant"
"5780-INQIK,2023-12-19 00:00:00.000000,Dormant"
"5781-BKHOP,2024-04-29 00:00:00.000000,Dormant"
"5781-RFZRP,2024-04-03 00:00:00.000000,Dormant"
"5787-KXGIY,2023-08-07 00:00:00.000000,Dormant"
"5788-YPOEG,2024-03-09 00:00:00.000000,Dormant"
"5789-LDFXO,2024-03-18 00:00:00.000000,Dormant"
"5791-KAJFD,2024-03-13 00:00:00.000000,Dormant"
"5792-JALQC,2023-08-02 00:00:00.000000,Dormant"
"5793-YOLJN,2023-10-12 00:00:00.000000,Dormant"
"5795-BKOYE,2024-03-16 00:00:00.000000,Dormant"
"5795-KTGUD,2023-12-29 00:00:00.000000,Dormant"
"5797-APWZC,2023-12-17 00:00:00.000000,Dormant"
"5799-JRCZO,2024-01-20 00:00:00.000000,Dormant"
"5802-ADBRC,2024-02-26 00:00:00.000000,Dormant"
"5803-NQJZO,2024-04-22 00:00:00.000000,Dormant"
"5804-HYIEZ,2023-09-29 00:00:00.000000,Dormant"
"5804-JMYIO,2023-11-09 00:00:00.000000,Dormant"
"5804-LEPIM,2023-03-03 00:00:00.000000,Dormant"
"5808-TOTXO,2023-05-08 00:00:00.000000,Dormant"
"5811-IWXYM,2023-08-09 00:00:00.000000,Dormant"
